Date,Open,High,Low,Close,Adj Close,Volume
2022-05-05,6400.000000,6497.450195,6290.000000,6309.450195,6286.560059,1486028
2022-05-06,6201.000000,6205.049805,5975.000000,6000.299805,5978.531250,3064865
2022-05-09,5961.000000,6135.250000,5832.549805,6036.950195,6015.048828,1935648
2022-05-10,6000.000000,6113.049805,5900.000000,5928.450195,5906.942383,1177933
2022-05-11,5957.000000,5996.600098,5737.000000,5807.000000,5785.932617,1861339
2022-05-12,5750.000000,5764.750000,5505.899902,5593.399902,5573.107422,2494044
2022-05-13,5700.000000,5749.000000,5500.000000,5515.750000,5495.739258,2105315
2022-05-16,5575.000000,5711.950195,5488.000000,5645.399902,5624.918945,1414955
2022-05-17,5660.000000,5849.000000,5652.000000,5837.299805,5816.122559,1401770
2022-05-18,5889.950195,5956.700195,5790.000000,5815.200195,5794.103027,1655094
2022-05-19,5651.000000,5745.000000,5611.000000,5707.000000,5686.295410,1065025
2022-05-20,5840.000000,5841.950195,5712.000000,5769.600098,5748.668457,1098610
2022-05-23,5825.000000,5906.250000,5771.200195,5794.000000,5772.979980,968021
2022-05-24,5783.000000,5833.000000,5725.000000,5798.799805,5777.762207,1084069
2022-05-25,5839.000000,5877.700195,5801.799805,5827.399902,5806.258789,867598
2022-05-26,5850.000000,5875.450195,5653.399902,5817.799805,5796.693359,1259546
2022-05-27,5900.000000,6077.000000,5861.049805,5993.500000,5971.756348,1625805
2022-05-30,6088.000000,6127.000000,6041.100098,6111.200195,6089.029297,817484
2022-05-31,6110.000000,6169.200195,6016.450195,6082.149902,6060.084473,1548966
2022-06-01,6060.000000,6130.000000,5977.250000,6010.149902,5988.345703,887620
2022-06-02,6007.000000,6080.000000,5949.200195,6057.850098,6035.873047,750809
2022-06-03,6125.000000,6168.000000,6014.000000,6028.200195,6006.330566,1043465
2022-06-06,6008.200195,6050.000000,5911.000000,6021.000000,5999.156250,737657
2022-06-07,5980.000000,5989.950195,5833.649902,5878.600098,5857.272949,896982
2022-06-08,5900.000000,6054.000000,5802.250000,5954.299805,5932.698242,1334146
2022-06-09,5905.000000,5931.600098,5855.000000,5898.549805,5877.150391,1237674
2022-06-10,5825.000000,5835.000000,5652.399902,5667.500000,5646.938965,2151891
2022-06-13,5525.049805,5554.000000,5325.000000,5358.250000,5338.811035,1932785
2022-06-14,5347.000000,5461.000000,5284.200195,5375.750000,5356.247559,1884541
2022-06-15,5418.000000,5499.899902,5396.149902,5484.950195,5465.051270,1659943
2022-06-16,5565.000000,5614.950195,5254.850098,5283.899902,5264.730469,2179686
2022-06-17,5220.000000,5475.000000,5220.000000,5419.549805,5399.888184,1937939
2022-06-20,5428.000000,5510.000000,5352.000000,5470.450195,5450.604004,1119456
2022-06-21,5525.000000,5564.000000,5455.000000,5549.149902,5529.018066,1002359
2022-06-22,5531.500000,5531.500000,5405.000000,5439.600098,5419.865723,898346
2022-06-23,5445.600098,5495.000000,5343.000000,5448.149902,5428.384766,1101857
2022-06-24,5510.000000,5616.649902,5455.000000,5587.750000,5567.478027,1304933
2022-06-27,5700.000000,5725.000000,5587.750000,5641.200195,5620.734375,1049008
2022-06-28,5607.000000,5619.000000,5525.000000,5576.250000,5556.020020,739500
2022-06-29,5485.000000,5554.000000,5460.000000,5512.799805,5492.799805,755982
2022-06-30,5512.799805,5535.200195,5377.000000,5400.500000,5400.500000,1198275
2022-07-01,5364.000000,5633.950195,5335.049805,5614.399902,5614.399902,1221890
2022-07-04,5612.899902,5648.950195,5541.000000,5630.299805,5630.299805,789818
2022-07-05,5660.000000,5755.000000,5626.450195,5661.100098,5661.100098,1228453
2022-07-06,5680.000000,5938.850098,5645.899902,5916.700195,5916.700195,2222952
2022-07-07,5935.000000,5986.899902,5816.000000,5860.700195,5860.700195,1335247
2022-07-08,5928.000000,5928.000000,5801.000000,5873.200195,5873.200195,803282
2022-07-11,5850.000000,5903.950195,5813.799805,5861.500000,5861.500000,761337
2022-07-12,5849.799805,5959.549805,5784.000000,5873.549805,5873.549805,975446
2022-07-13,5929.950195,5979.000000,5866.600098,5878.899902,5878.899902,886934
2022-07-14,5925.000000,5926.950195,5794.700195,5830.850098,5830.850098,692920
2022-07-15,5855.000000,5928.250000,5812.850098,5915.200195,5915.200195,569859
2022-07-18,5969.899902,6068.100098,5931.350098,6059.799805,6059.799805,966432
2022-07-19,6040.000000,6098.149902,6002.049805,6065.950195,6065.950195,978560
2022-07-20,6149.000000,6149.600098,6042.049805,6074.399902,6074.399902,827092
2022-07-21,6079.000000,6283.149902,6036.000000,6266.899902,6266.899902,1325493
2022-07-22,6271.000000,6325.000000,6217.700195,6258.250000,6258.250000,953295
2022-07-25,6240.000000,6334.000000,6185.000000,6227.000000,6227.000000,724023
2022-07-26,6300.000000,6383.700195,6212.500000,6264.450195,6264.450195,1530406
2022-07-27,6279.000000,6429.399902,6195.000000,6396.350098,6396.350098,1444989
2022-07-28,6522.000000,7109.950195,6522.000000,7076.600098,7076.600098,6485782
2022-07-29,7175.000000,7260.000000,7125.000000,7209.100098,7209.100098,2606762
2022-08-01,7251.049805,7310.000000,7192.000000,7261.000000,7261.000000,1227077
2022-08-02,7201.450195,7356.000000,7182.200195,7341.899902,7341.899902,1249124
2022-08-03,7326.000000,7376.399902,7218.000000,7296.350098,7296.350098,1218621
2022-08-04,7338.950195,7385.000000,7205.000000,7316.649902,7316.649902,949481
2022-08-05,7339.950195,7367.950195,7276.049805,7304.700195,7304.700195,758078
2022-08-08,7300.000000,7398.000000,7264.000000,7342.200195,7342.200195,957482
2022-08-10,7369.000000,7369.000000,7105.000000,7149.399902,7149.399902,1906523
2022-08-11,7244.000000,7325.000000,7217.350098,7318.950195,7318.950195,1027051
2022-08-12,7302.000000,7343.000000,7272.049805,7309.399902,7309.399902,1036941
2022-08-16,7339.000000,7384.000000,7272.100098,7286.100098,7286.100098,804464
2022-08-17,7300.000000,7638.000000,7296.000000,7527.100098,7527.100098,2344414
2022-08-18,7490.000000,7588.799805,7452.399902,7488.250000,7488.250000,835354
2022-08-19,7510.000000,7538.700195,7271.000000,7301.700195,7301.700195,1100427
2022-08-22,7261.000000,7279.799805,7088.850098,7102.200195,7102.200195,1060862
2022-08-23,7085.000000,7250.000000,7050.000000,7207.700195,7207.700195,1088603
2022-08-24,7165.000000,7236.399902,7140.000000,7176.899902,7176.899902,953096
2022-08-25,7212.799805,7239.000000,7025.100098,7047.149902,7047.149902,1354296
2022-08-26,7120.000000,7141.500000,7025.700195,7062.100098,7062.100098,759139
2022-08-29,6881.000000,7015.500000,6861.350098,6964.350098,6964.350098,996735
2022-08-30,7000.000000,7335.000000,7000.000000,7306.250000,7306.250000,1731381
2022-09-01,7228.600098,7333.850098,7142.000000,7181.299805,7181.299805,1462579
2022-09-02,7217.100098,7313.000000,7173.450195,7190.350098,7190.350098,906370
2022-09-05,7190.700195,7254.000000,7158.000000,7196.200195,7196.200195,707025
2022-09-06,7228.750000,7255.000000,7105.000000,7119.350098,7119.350098,791905
2022-09-07,7078.000000,7207.950195,7070.000000,7166.500000,7166.500000,791994
2022-09-08,7220.000000,7279.450195,7175.000000,7257.649902,7257.649902,772251
2022-09-09,7300.000000,7324.000000,7165.000000,7180.899902,7180.899902,649607
2022-09-12,7216.850098,7319.899902,7187.850098,7286.899902,7286.899902,834716
2022-09-13,7330.000000,7444.000000,7312.399902,7403.450195,7403.450195,1382700
2022-09-14,7272.149902,7560.000000,7272.149902,7483.450195,7483.450195,1493388
2022-09-15,7489.950195,7532.850098,7369.700195,7386.299805,7386.299805,717420
2022-09-16,7385.000000,7480.149902,7194.350098,7274.100098,7274.100098,1187036
2022-09-19,7275.000000,7524.450195,7190.950195,7496.100098,7496.100098,1648117
2022-09-20,7569.950195,7715.000000,7565.000000,7635.399902,7635.399902,1613450
2022-09-21,7640.000000,7735.000000,7586.049805,7690.649902,7690.649902,1239262
2022-09-22,7670.000000,7778.000000,7600.000000,7719.549805,7719.549805,1281039
2022-09-23,7714.799805,7731.500000,7475.000000,7507.149902,7507.149902,1412331
2022-09-26,7437.000000,7460.000000,7129.000000,7259.500000,7259.500000,1875205
2022-09-27,7325.000000,7379.950195,7210.049805,7242.850098,7242.850098,1142829
2022-09-28,7179.000000,7297.500000,7160.100098,7202.500000,7202.500000,869069
2022-09-29,7312.500000,7316.899902,7088.049805,7104.750000,7104.750000,969632
2022-09-30,7081.000000,7362.000000,7026.799805,7335.750000,7335.750000,1618665
2022-10-03,7337.000000,7398.000000,7144.600098,7171.799805,7171.799805,820198
2022-10-04,7335.000000,7505.000000,7306.350098,7488.700195,7488.700195,1191495
2022-10-06,7550.000000,7599.000000,7346.899902,7404.149902,7404.149902,1510060
2022-10-07,7385.450195,7407.750000,7272.250000,7345.149902,7345.149902,991196
2022-10-10,7265.000000,7338.000000,7221.000000,7293.399902,7293.399902,653113
2022-10-11,7307.000000,7352.500000,7172.600098,7202.799805,7202.799805,732206
2022-10-12,7205.000000,7258.500000,7145.000000,7226.200195,7226.200195,740731
2022-10-13,7220.500000,7226.000000,7114.700195,7151.649902,7151.649902,608655
2022-10-14,7300.000000,7345.000000,7221.000000,7272.500000,7272.500000,839012
2022-10-17,7254.950195,7372.299805,7217.000000,7355.200195,7355.200195,617401
2022-10-18,7400.000000,7430.000000,7321.000000,7390.399902,7390.399902,906975
2022-10-19,7417.000000,7440.000000,7350.000000,7380.399902,7380.399902,627177
2022-10-20,7369.950195,7449.000000,7261.000000,7432.399902,7432.399902,1026054
2022-10-21,7490.000000,7490.000000,7153.049805,7192.750000,7192.750000,2386960
2022-10-24,7310.000000,7310.000000,7190.000000,7206.500000,7206.500000,227884
2022-10-25,7242.549805,7242.549805,7090.000000,7102.899902,7102.899902,909899
2022-10-27,7186.000000,7210.000000,6931.000000,6971.100098,6971.100098,1641458
2022-10-28,7000.000000,7090.000000,6980.000000,7006.850098,7006.850098,839669
2022-10-31,7094.000000,7149.600098,7046.000000,7144.100098,7144.100098,818986
2022-11-01,7196.950195,7236.000000,7160.000000,7209.500000,7209.500000,762742
2022-11-02,7207.000000,7240.000000,7140.049805,7156.200195,7156.200195,585914
2022-11-03,7105.000000,7195.000000,7092.100098,7121.600098,7121.600098,632313
2022-11-04,7121.600098,7224.899902,7121.600098,7212.000000,7212.000000,921925
2022-11-07,7248.100098,7250.649902,7111.000000,7190.049805,7190.049805,722494
2022-11-09,7235.000000,7235.000000,7114.649902,7144.000000,7144.000000,689634
2022-11-10,7158.000000,7165.000000,6964.549805,6975.100098,6975.100098,1008182
2022-11-11,7149.000000,7157.850098,6995.000000,7051.450195,7051.450195,1233342
2022-11-14,7054.899902,7107.000000,7001.049805,7025.799805,7025.799805,855060
2022-11-15,7035.149902,7062.399902,6981.000000,7025.750000,7025.750000,719521
2022-11-16,7011.000000,7034.850098,6852.600098,6895.049805,6895.049805,1336204
2022-11-17,6870.000000,6950.000000,6832.000000,6895.049805,6895.049805,733944
2022-11-18,6909.899902,6928.000000,6750.000000,6791.500000,6791.500000,1327689
2022-11-21,6747.000000,6747.000000,6610.350098,6679.100098,6679.100098,1071748
2022-11-22,6680.250000,6727.750000,6660.299805,6685.049805,6685.049805,958769
2022-11-23,6718.500000,6805.000000,6690.000000,6780.049805,6780.049805,893667
2022-11-24,6813.950195,6839.850098,6737.299805,6771.350098,6771.350098,754611
2022-11-25,6770.000000,6778.000000,6675.000000,6747.500000,6747.500000,859058
2022-11-28,6729.000000,6832.799805,6728.549805,6777.450195,6777.450195,604054
2022-11-29,6775.000000,6808.899902,6721.000000,6734.149902,6734.149902,681860
2022-11-30,6735.000000,6754.200195,6678.000000,6720.950195,6720.950195,1482831
2022-12-01,6754.600098,6770.000000,6707.000000,6747.750000,6747.750000,981616
2022-12-02,6730.200195,6741.950195,6647.000000,6675.750000,6675.750000,1438602
2022-12-05,6674.549805,6699.000000,6632.000000,6660.450195,6660.450195,1029250
2022-12-06,6674.399902,6735.000000,6632.000000,6698.549805,6698.549805,840980
2022-12-07,6724.950195,6724.950195,6601.000000,6625.200195,6625.200195,961027
2022-12-08,6680.000000,6680.000000,6560.000000,6581.950195,6581.950195,1137784
2022-12-09,6602.500000,6618.000000,6490.000000,6517.450195,6517.450195,1131292
2022-12-12,6508.100098,6539.000000,6392.000000,6506.500000,6506.500000,1100048
2022-12-13,6507.000000,6648.000000,6507.000000,6620.100098,6620.100098,958636
2022-12-14,6658.000000,6688.549805,6626.600098,6655.200195,6655.200195,678283
2022-12-15,6632.000000,6714.000000,6604.000000,6625.399902,6625.399902,857706
2022-12-16,6590.000000,6695.299805,6560.000000,6596.899902,6596.899902,880233
2022-12-19,6600.100098,6705.000000,6597.000000,6687.000000,6687.000000,659559
2022-12-20,6660.000000,6698.850098,6585.000000,6642.850098,6642.850098,607716
2022-12-21,6693.899902,6693.899902,6505.000000,6526.700195,6526.700195,622390
2022-12-22,6570.000000,6575.000000,6407.000000,6490.649902,6490.649902,849706
2022-12-23,6450.000000,6466.000000,6340.049805,6374.600098,6374.600098,994303
2022-12-26,6374.649902,6469.899902,6300.000000,6433.700195,6433.700195,530535
2022-12-27,6466.000000,6530.000000,6430.000000,6504.700195,6504.700195,781035
2022-12-28,6475.000000,6570.000000,6464.049805,6476.100098,6476.100098,755934
2022-12-29,6440.000000,6520.500000,6402.399902,6510.899902,6510.899902,521880
2022-12-30,6550.000000,6719.899902,6515.000000,6575.200195,6575.200195,1520266
2023-01-02,6565.000000,6610.000000,6484.750000,6553.750000,6553.750000,579340
2023-01-03,6565.000000,6660.000000,6530.000000,6606.250000,6606.250000,742081
2023-01-04,6595.000000,6638.000000,6550.000000,6571.000000,6571.000000,671253
2023-01-05,6490.000000,6490.000000,6025.049805,6100.049805,6100.049805,5102300
2023-01-06,6130.000000,6139.950195,5941.600098,5980.399902,5980.399902,2931922
2023-01-09,6020.000000,6078.000000,5955.000000,5993.350098,5993.350098,1400548
2023-01-10,5999.000000,6015.000000,5875.000000,5904.149902,5904.149902,1120375
2023-01-11,5930.000000,5949.000000,5865.549805,5895.750000,5895.750000,1108891
2023-01-12,5906.549805,5964.899902,5857.000000,5898.399902,5898.399902,1476949
2023-01-13,5920.000000,5985.000000,5872.000000,5977.799805,5977.799805,1108490
2023-01-16,6000.000000,6072.200195,5974.549805,6010.899902,6010.899902,908339
2023-01-17,6019.950195,6019.950195,5940.000000,5984.950195,5984.950195,817005
2023-01-18,6003.950195,6049.000000,5985.000000,5998.649902,5998.649902,796281
2023-01-19,5983.000000,6029.649902,5960.649902,6012.450195,6012.450195,548142
2023-01-20,6012.500000,6019.750000,5837.200195,5860.399902,5860.399902,833090
2023-01-23,5881.000000,5935.000000,5841.000000,5863.000000,5863.000000,856064
2023-01-24,5892.350098,5921.000000,5842.649902,5855.049805,5855.049805,608145
2023-01-25,5850.049805,5855.049805,5777.000000,5795.899902,5795.899902,827837
2023-01-27,5815.000000,5861.549805,5680.000000,5760.700195,5760.700195,1621352
2023-01-30,5770.049805,6066.200195,5770.049805,6021.799805,6021.799805,2448160
2023-01-31,6050.000000,6050.000000,5874.000000,5886.399902,5886.399902,1996788
2023-02-01,5944.000000,5980.399902,5708.899902,5817.200195,5817.200195,2634866
2023-02-02,5819.000000,5819.000000,5645.000000,5717.649902,5717.649902,2025044
2023-02-03,5770.000000,6030.000000,5747.049805,6014.250000,6014.250000,1486892
2023-02-06,6000.000000,6124.000000,5955.600098,6104.200195,6104.200195,1073820
2023-02-07,6122.950195,6182.000000,6100.000000,6160.549805,6160.549805,1472193
2023-02-08,6165.000000,6377.000000,6162.799805,6351.649902,6351.649902,1903208
2023-02-09,6374.899902,6487.799805,6335.250000,6455.000000,6455.000000,1838154
2023-02-10,6453.950195,6527.600098,6420.000000,6435.500000,6435.500000,1291282
2023-02-13,6434.950195,6473.149902,6297.049805,6345.500000,6345.500000,736557
2023-02-14,6353.799805,6472.350098,6310.000000,6458.700195,6458.700195,1034090
2023-02-15,6450.000000,6496.000000,6397.299805,6489.950195,6489.950195,618979
2023-02-16,6505.000000,6524.750000,6420.000000,6437.299805,6437.299805,529048
2023-02-17,6410.000000,6475.799805,6367.500000,6416.700195,6416.700195,616044
2023-02-20,6425.000000,6443.549805,6343.000000,6367.399902,6367.399902,465732
2023-02-21,6395.000000,6408.250000,6352.000000,6379.250000,6379.250000,448509
2023-02-22,6331.000000,6360.000000,6185.000000,6198.649902,6198.649902,934700
2023-02-23,6214.000000,6262.450195,6122.649902,6202.350098,6202.350098,809768
2023-02-24,6253.750000,6286.000000,6200.000000,6236.250000,6236.250000,607761
2023-02-27,6215.000000,6241.000000,6135.000000,6194.500000,6194.500000,595004
2023-02-28,6220.000000,6246.600098,6090.000000,6112.100098,6112.100098,977852
2023-03-01,6100.100098,6203.950195,6100.100098,6154.850098,6154.850098,544804
2023-03-02,6165.200195,6209.600098,6070.049805,6083.000000,6083.000000,582298
2023-03-03,6121.799805,6141.000000,6073.000000,6100.049805,6100.049805,712037
2023-03-06,6140.000000,6183.000000,6120.049805,6134.850098,6134.850098,608477
2023-03-08,6129.000000,6129.000000,5985.000000,5996.850098,5996.850098,1342795
2023-03-09,6000.000000,6040.000000,5890.100098,5901.299805,5901.299805,940858
2023-03-10,5865.000000,5887.399902,5781.000000,5874.149902,5874.149902,770861
2023-03-13,5869.000000,5947.500000,5811.000000,5833.549805,5833.549805,793356
2023-03-14,5840.000000,5850.000000,5716.149902,5731.549805,5731.549805,1372565
2023-03-15,5800.000000,5820.000000,5701.000000,5718.750000,5718.750000,679473
2023-03-16,5729.700195,5755.000000,5665.000000,5715.100098,5715.100098,884963
2023-03-17,5740.049805,5816.750000,5688.100098,5732.350098,5732.350098,1047151
